iter	MAE
1513	0.6695701573
1514	0.6694867541
1515	0.6694759705
1516	0.6694387671
1517	0.6694200601
1518	0.6693790149
1519	0.6693741293
1520	0.6693694541
1521	0.6693570295
1522	0.6693327667
1523	0.6693186004
1524	0.6693025934
1525	0.6692823393
1526	0.6692666056
1527	0.6692512696
1528	0.6692483316
1529	0.6692374567
1530	0.669227805
1531	0.6692233194
1532	0.6692078394
1533	0.6691794039
1534	0.6691692261
1535	0.6691429651
1536	0.6691379927
1537	0.669122057
1538	0.6690928762
1539	0.6690829281
1540	0.6690676176
1541	0.6690604114
1542	0.6690384667
1543	0.6690359503
1544	0.669029882
1545	0.6690214377
1546	0.6690112697
1547	0.6689847675
1548	0.6689797319
1549	0.6689719781
1550	0.6689608853
1551	0.6689467791
1552	0.6689388408
1553	0.6689277119
1554	0.6689127747
1555	0.6688941161
1556	0.6688851328
1557	0.668875731
1558	0.6688578716
1559	0.668845731
1560	0.6687870347
1561	0.668774051
1562	0.66875961
1563	0.6687527254
1564	0.6687387254
1565	0.6687157536
1566	0.6687054293
1567	0.6686998201
1568	0.6686849002
1569	0.6686630723
1570	0.6686508658
1571	0.6686364279
1572	0.668627888
1573	0.6686148984
1574	0.6685938701
1575	0.6685575319
1576	0.6685435156
1577	0.6685245626
1578	0.6685175049
1579	0.668481422
1580	0.6684536018
1581	0.6684356435
1582	0.6684233529
1583	0.6684097061
1584	0.6683785205
1585	0.6683645514
1586	0.6683493666
1587	0.6683229482
1588	0.6683039449
1589	0.6682807005
1590	0.6682761419
1591	0.6682576336
1592	0.6682449729
1593	0.6682236881
1594	0.6682060299
1595	0.668179231
1596	0.6681610839
1597	0.6681506646
1598	0.6681410505
1599	0.6681357739
1600	0.6681277713
1601	0.668123335
1602	0.6680988945
1603	0.6680859103
1604	0.6680546307
1605	0.668040335
1606	0.6679425949
1607	0.6679345374
1608	0.6678983288
1609	0.6678313897
1610	0.667826098
1611	0.6678063387
1612	0.6677872734
1613	0.6677799907
1614	0.6677691542
1615	0.667758908
1616	0.6677474126
1617	0.6677088195
1618	0.6677000442
1619	0.6676948358
1620	0.6676764651
1621	0.667668732
1622	0.6676318689
1623	0.6676192275
1624	0.6676130313
1625	0.6676034565
1626	0.6675905475
1627	0.6675689829
1628	0.6675600673
1629	0.6675462034
1630	0.6675372416
1631	0.6675231138
1632	0.6675061121
1633	0.66749249
1634	0.6674848904
1635	0.6674586611
1636	0.6674241279
1637	0.6674020565
1638	0.6673988596
1639	0.6673638582
1640	0.6673389948
1641	0.6673304959
1642	0.6672891676
1643	0.6672828524
1644	0.6672757768
1645	0.6672727881
1646	0.6672571075
1647	0.6672458819
1648	0.6672326826
1649	0.6672277231
1650	0.6672222429
1651	0.667204048
1652	0.6671991474
1653	0.6671864397
1654	0.6671570208
1655	0.6671344176
1656	0.667127076
1657	0.6671238681
1658	0.6671194307
1659	0.6671035045
1660	0.6670948082
1661	0.667076667
1662	0.6670654248
1663	0.6670577988
1664	0.6670484972
1665	0.6670328012
1666	0.6670249999
1667	0.667018174
1668	0.6670143796
1669	0.6669790739
1670	0.6669579173
1671	0.6669395756
1672	0.6669367427
1673	0.6669315365
1674	0.6669135988
1675	0.6669029594
1676	0.6668918886
1677	0.666872976
1678	0.6668693799
1679	0.6668635338
1680	0.6668592877
1681	0.6668578261
1682	0.6668539569
1683	0.6668434483
1684	0.666834644
1685	0.6668016854
1686	0.6667956743
1687	0.6667862661
1688	0.6667568173
1689	0.6667432276
1690	0.6667127306
1691	0.6667087371
1692	0.6666955658
1693	0.6666715924
1694	0.6666516386
1695	0.6666287003
1696	0.6666209163
1697	0.6666163801
1698	0.6666036489
1699	0.666594902
1700	0.666584585
1701	0.6665657423
1702	0.6665628723
1703	0.6665489891
1704	0.666540933
1705	0.6665311215
1706	0.6665254512
1707	0.6664946701
1708	0.6664624337
1709	0.6664585281
1710	0.6664209161
1711	0.6664165251
1712	0.6662911759
1713	0.6662793207
1714	0.6662652094
1715	0.6662541038
1716	0.6662424329
1717	0.6662333919
1718	0.6662233644
1719	0.6662188107
1720	0.6662019815
1721	0.666188638
1722	0.6660668954
1723	0.6660623082
1724	0.666021443
1725	0.6660072468
1726	0.6659998367
1727	0.6659156987
1728	0.6658746796
1729	0.6658573831
1730	0.6658422889
1731	0.6658293209
1732	0.6657953351
1733	0.6657882928
1734	0.6657676223
1735	0.6657502434
1736	0.6657412067
1737	0.6657268762
1738	0.6657162649
1739	0.6657014059
1740	0.6656931767
1741	0.6656624986
1742	0.6656480233
1743	0.6656388539
1744	0.665631376
1745	0.665626353
1746	0.6656085378
1747	0.6655837675
1748	0.6655723721
1749	0.6655679728
1750	0.665552639
1751	0.6655435766
1752	0.6655260458
1753	0.6655101391
1754	0.6655043065
1755	0.665492466
1756	0.6654642015
1757	0.6654465611
1758	0.6654354336
1759	0.6654034162
1760	0.6653912762
1761	0.6653765613
1762	0.6653541165
1763	0.6653400367
1764	0.6653296797
1765	0.6653154848
1766	0.6653012466
1767	0.6652929314
1768	0.6652740892
1769	0.6652300588
1770	0.6652199325
1771	0.6652051981
1772	0.6651936484
1773	0.6651896289
1774	0.6651863606
1775	0.6651720925
1776	0.6651615867
1777	0.6651515893
1778	0.6651469404
1779	0.6651288816
1780	0.6651023114
1781	0.6650894238
1782	0.6650642275
1783	0.665059243
1784	0.6650547137
1785	0.6650483314
1786	0.6650385519
1787	0.6650247271
1788	0.665001484
1789	0.6649968404
1790	0.6649866756
1791	0.664979393
1792	0.6649363833
1793	0.6649177935
1794	0.6648857747
1795	0.6648827971
1796	0.6648701275
1797	0.6648609333
1798	0.6648476441
1799	0.6648382183
1800	0.6648294457
1801	0.664821842
1802	0.6648048778
1803	0.664790502
1804	0.6647859737
1805	0.6647735017
1806	0.6647684466
1807	0.6647647969
1808	0.6647551211
1809	0.6647484328
1810	0.6647352149
1811	0.664732275
1812	0.6647293147
1813	0.6647194948
1814	0.6647109146
1815	0.6646605156
1816	0.66464705
1817	0.664641745
1818	0.6646364065
1819	0.6646299607
1820	0.6646085491
1821	0.6646033366
1822	0.6645943838
1823	0.6645804682
1824	0.6645740395
1825	0.664567656
1826	0.6645607984
1827	0.6645558767
1828	0.6645495903
1829	0.6645457882
1830	0.6645412381
1831	0.6644821176
1832	0.6644550566
1833	0.6644525461
1834	0.6644457037
1835	0.6644354671
1836	0.6644162968
1837	0.6644104394
1838	0.6643596183
1839	0.6643547696
1840	0.6643439145
1841	0.6643282348
1842	0.6643255913
1843	0.6643036085
1844	0.6642828309
1845	0.6642657712
1846	0.6642618527
1847	0.6642515713
1848	0.6642469363
1849	0.6642407651
1850	0.6642339563
1851	0.6642243402
1852	0.6642177308
1853	0.6642121726
1854	0.6642021245
1855	0.6641957081
1856	0.664187652
1857	0.6641786564
1858	0.6641484862
1859	0.6641276654
1860	0.6641250337
1861	0.6641147134
1862	0.6640957065
1863	0.6640918261
1864	0.6640795272
1865	0.6640746593
1866	0.6640691992
1867	0.664063368
1868	0.6640594517
1869	0.6640427432
1870	0.6640329053
1871	0.664025971
1872	0.6640077526
1873	0.6640015347
1874	0.663986524
1875	0.6639685081
1876	0.6639635181
1877	0.6639556506
1878	0.6639440737
1879	0.6639389551
1880	0.6639295044
1881	0.6639269087
1882	0.6639212127
1883	0.6639160596
1884	0.6639109951
1885	0.6639023574
1886	0.6638751432
1887	0.6638641383
1888	0.663858011
1889	0.6638488724
1890	0.6638416423
1891	0.6638333965
1892	0.6638222684
1893	0.6638137796
1894	0.6638072747
1895	0.6637985114
1896	0.6637749476
1897	0.6637336133
1898	0.6637301717
1899	0.6637140592
1900	0.6637084751
1901	0.6637026937
1902	0.6636981615
1903	0.6636850389
1904	0.6636678011
1905	0.6636606014
1906	0.6636513477
1907	0.6636431755
1908	0.6636284403
1909	0.6636251916
1910	0.6636218755
1911	0.6636155663
1912	0.6636063161
1913	0.6635961811
1914	0.6635882144
1915	0.6635829025
1916	0.6635667796
1917	0.6634931819
1918	0.6634848567
1919	0.663480293
1920	0.6634765362
1921	0.6634535418
1922	0.6634498299
1923	0.6634442425
1924	0.6634293917
1925	0.6634257215
1926	0.6634134072
1927	0.663410723
1928	0.6633283881
1929	0.6633258602
1930	0.6633201305
1931	0.6633153116
1932	0.6633106419
1933	0.6632976824
1934	0.663283256
1935	0.6632634046
1936	0.6632585918
1937	0.6632444265
1938	0.6632334917
1939	0.6632273055
1940	0.66321678
1941	0.6631995595
1942	0.6631887976
1943	0.6631774917
1944	0.6631712089
1945	0.6631646748
1946	0.663151619
1947	0.6631459002
1948	0.6631391577
1949	0.6631319868
1950	0.6631100547
1951	0.6631011202
1952	0.6630975543
1953	0.6630947687
1954	0.6630798517
1955	0.6630686673
1956	0.6630609143
1957	0.6630462205
1958	0.6630367519
1959	0.6630223172
1960	0.6630159192
1961	0.6630065181
1962	0.6629973658
1963	0.6629916297
1964	0.6629757653
1965	0.6629649553
1966	0.6629503629
1967	0.6629445971
1968	0.6629012875
1969	0.6628957664
1970	0.6628834191
1971	0.6628790313
1972	0.6628690804
1973	0.6628636536
1974	0.6628568619
1975	0.6628489504
1976	0.6628378349
1977	0.6628278941
1978	0.6628235321
1979	0.6628124625
1980	0.6628097736
1981	0.662802575
1982	0.662796087
1983	0.6627806184
1984	0.6627730102
1985	0.6627589414
1986	0.6627537289
1987	0.6627454056
1988	0.6627349183
1989	0.6627288455
1990	0.6627023587
1991	0.6626954277
1992	0.6626889345
1993	0.6626825785
1994	0.6626716116
1995	0.6626633433
1996	0.6626509858
1997	0.6626452045
1998	0.6626381267
1999	0.662635388
2000	0.6626317053
2001	0.6626069723
2002	0.6626039993
2003	0.6625966461
2004	0.6625914441
2005	0.6625691047
2006	0.6625592533
2007	0.6625516103
2008	0.6625489141
2009	0.6625263971
2010	0.6625175151
2011	0.6624995466
2012	0.6624783062
2013	0.6624523705
2014	0.6624234886
2015	0.6624189934
2016	0.6624125954
2017	0.662391443
2018	0.6623756578
2019	0.6623716383
2020	0.662354139
2021	0.6623294869
2022	0.6623230838
2023	0.6623182263
2024	0.6622928969
2025	0.6622913531
2026	0.6622616375
2027	0.6622568872
2028	0.6622291487
2029	0.662225842
2030	0.6622184738
2031	0.6622079937
2032	0.6622012383
2033	0.6621944813
2034	0.6621612121
2035	0.6621384922
2036	0.6621317029
2037	0.6621128459
2038	0.6620879529
2039	0.6620641279
2040	0.6620585663
2041	0.6620503185
2042	0.6620467537
2043	0.6620394821
2044	0.6620275504
2045	0.6620132167
2046	0.6620065917
2047	0.6620001556
2048	0.661994861
2049	0.6619832724
2050	0.6619743123
2051	0.6619689479
2052	0.6619555644
2053	0.6619528061
2054	0.6619410212
2055	0.6619165397
2056	0.6619082841
2057	0.6619030244
2058	0.66189855
2059	0.6618808497
2060	0.6618612602
2061	0.6618519404
2062	0.6618450955
2063	0.6618423896
2064	0.6618306265
2065	0.6618209938
2066	0.661815496
2067	0.6618050876
2068	0.6617770533
2069	0.661772868
2070	0.6617593476
2071	0.6617412888
2072	0.6617360297
2073	0.6617279317
2074	0.6617239614
2075	0.6617160972
2076	0.6617121009
2077	0.661702504
2078	0.6616942256
2079	0.6616846386
2080	0.6616806641
2081	0.6616770449
2082	0.6616649645
2083	0.6616273243
2084	0.6616223552
2085	0.6616065533
2086	0.6615997887
2087	0.6615938512
2088	0.6615742858
2089	0.6615560125
2090	0.6615456511
2091	0.6615376186
2092	0.661509943
2093	0.6615067758
2094	0.6614701451
2095	0.6614507508
2096	0.6614272206
2097	0.6614162313
2098	0.6614033025
2099	0.6613969116
2100	0.6613816764
2101	0.6613726614
2102	0.6613567224
2103	0.6613497751
2104	0.661346258
2105	0.6613398911
2106	0.6613375433
2107	0.6613260011
2108	0.6613236207
2109	0.6613187769
2110	0.6613057295
2111	0.661287722
2112	0.6612752285
2113	0.6612611546
2114	0.6612459449
2115	0.6612348256
2116	0.6612309944
2117	0.6612263162
2118	0.6612226092
2119	0.6612137012
2120	0.6611828174
2121	0.6611602069
2122	0.6611482491
2123	0.6611419027
2124	0.6611344417
2125	0.6611297818
2126	0.6611149048
2127	0.6610998011
2128	0.6610927093
2129	0.6610635804
2130	0.6610458331
2131	0.6610345085
2132	0.6610311726
2133	0.6609832188
2134	0.6609760593
2135	0.660973233
2136	0.6609697883
2137	0.6609558498
2138	0.6609512204
2139	0.6609455911
2140	0.6609365224
2141	0.6609234778
2142	0.6609204291
2143	0.660915102
2144	0.6608999593
2145	0.6608954216
2146	0.6608901297
2147	0.6608794041
2148	0.6608627105
2149	0.6608525941
2150	0.6608250539
2151	0.6608192589
2152	0.6608060779
2153	0.6607913756
2154	0.6607816723
2155	0.6607746132
2156	0.660763497
2157	0.6607547913
2158	0.6607484521
2159	0.6607445258
2160	0.6607322513
2161	0.660729295
2162	0.6607107262
2163	0.6607013999
2164	0.660692646
2165	0.6606868652
2166	0.6606756094
2167	0.6606705256
2168	0.6606637668
2169	0.6606511937
2170	0.6606395411
2171	0.6606316218
2172	0.6606228952
2173	0.6605981745
2174	0.6605882152
2175	0.6605802613
2176	0.6605755048
2177	0.6605628486
2178	0.6605591567
2179	0.6605408861
2180	0.6605371393
2181	0.6605325312
2182	0.6605266834
2183	0.660513948
2184	0.6604910637
2185	0.6604799741
2186	0.6604709476
2187	0.6604646735
2188	0.6604554464
2189	0.6604509483
2190	0.6604421701
2191	0.6604316003
2192	0.6604210121
2193	0.6604168884
2194	0.6603915998
2195	0.6603829134
2196	0.6603698079
2197	0.6603587098
2198	0.660352314
2199	0.6603414405
2200	0.660334133
2201	0.6603308747
2202	0.6603183614
2203	0.6603153036
2204	0.6602971786
2205	0.6602864438
2206	0.6602684433
2207	0.6602612299
2208	0.6602559448
2209	0.6602445367
2210	0.6602314558
2211	0.6602295538
2212	0.6602257594
2213	0.6601970633
2214	0.6601888415
2215	0.660181373
2216	0.6601761141
2217	0.6601670815
2218	0.66015691
2219	0.6601494289
2220	0.6601207231
2221	0.6601199211
2222	0.6601031574
2223	0.6600776083
2224	0.6600683159
2225	0.6600530723
2226	0.6600360351
2227	0.660027355
2228	0.6600220838
2229	0.6600177007
2230	0.6600093587
2231	0.6599984304
2232	0.659990822
2233	0.6599846661
2234	0.6599748335
2235	0.6599646424
2236	0.6599544411
2237	0.6599453141
2238	0.6599292564
2239	0.6599286029
2240	0.6599189448
2241	0.6599063596
2242	0.6598971147
2243	0.659887663
2244	0.6598823468
2245	0.6598740331
2246	0.6598621664
2247	0.6598522221
2248	0.6598401032
2249	0.659837395
2250	0.6598137831
2251	0.6598027184
2252	0.659792552
2253	0.6597871165
2254	0.6597732257
2255	0.6597676477
2256	0.6597314267
2257	0.6597211775
2258	0.6597153654
2259	0.6597123334
2260	0.6596716689
2261	0.6596660971
2262	0.6596640561
2263	0.6596545896
2264	0.6596462005
2265	0.6596272777
2266	0.6596211132
2267	0.6596178929
2268	0.65960183
2269	0.6595951561
2270	0.6595865237
2271	0.6595743487
2272	0.6595457736
2273	0.6595439028
2274	0.6595177955
2275	0.6595136708
2276	0.6594985049
2277	0.6594880171
2278	0.6594826322
2279	0.6594703157
2280	0.6594467713
2281	0.6594421374
2282	0.6594256753
2283	0.6594179403
2284	0.6594056514
2285	0.6593961523
2286	0.6593826735
2287	0.6593785011
2288	0.6593652952
2289	0.6593564946
2290	0.6593386985
2291	0.6593354997
2292	0.6593326969
2293	0.6593310137
2294	0.6593273626
2295	0.659292392
2296	0.6592888214
2297	0.6592592366
2298	0.6592498649
2299	0.6592479218
2300	0.6592272443
2301	0.6592213134
2302	0.6591966283
2303	0.6591816214
2304	0.6591624425
2305	0.6591479256
2306	0.6591278005
2307	0.6591102905
2308	0.6591030236
2309	0.6590974533
2310	0.6590846243
2311	0.6590754762
2312	0.6590645123
2313	0.6590499384
2314	0.6590401485
2315	0.65903574
2316	0.6590316976
2317	0.6590239794
2318	0.6590077267
2319	0.6589781773
2320	0.6589482157
2321	0.6589458423
2322	0.6589378428
2323	0.6589292859
2324	0.6588902684
2325	0.6588805599
2326	0.6588718288
2327	0.658866154
2328	0.6588348586
2329	0.6588269466
2330	0.6588206662
2331	0.6588138077
2332	0.6588064055
2333	0.6587982963
2334	0.6587971279
2335	0.6587660537
2336	0.6587567322
2337	0.6587392631
2338	0.6587306486
2339	0.6587263682
2340	0.6587224515
2341	0.6587000556
2342	0.6586907752
2343	0.6586884588
2344	0.658672081
2345	0.6586665666
2346	0.6586592004
2347	0.6586513286
2348	0.6586400976
2349	0.6586153626
2350	0.6586024104
2351	0.6585981662
2352	0.6585858428
2353	0.6585812963
2354	0.6585659143
2355	0.6585606722
2356	0.6585481187
2357	0.6585292959
2358	0.6585223363
2359	0.6585115456
2360	0.6585041983
2361	0.6585014605
2362	0.6584781496
2363	0.6584751099
2364	0.658459937
2365	0.6584547361
2366	0.6584401748
2367	0.6584352219
2368	0.6584254862
2369	0.6584231697
2370	0.6584203783
2371	0.658404347
2372	0.6583977301
2373	0.6583938606
2374	0.6583846356
2375	0.6583817831
2376	0.6583780875
2377	0.6583653443
2378	0.6583580566
2379	0.6583569478
2380	0.6583429109
2381	0.658336866
2382	0.6583296621
2383	0.6583185467
2384	0.6583040807
2385	0.6583001744
2386	0.6582874554
2387	0.658273668
2388	0.6582670148
2389	0.6582602497
2390	0.6582547259
2391	0.6582386082
2392	0.6582293202
2393	0.658223132
2394	0.6582203916
2395	0.658217983
2396	0.6582105648
2397	0.6581981829
2398	0.6581864915
2399	0.6581751909
2400	0.6581696729
2401	0.6581688257
2402	0.6581566403
2403	0.6581501798
2404	0.6581411279
2405	0.658139639
2406	0.6581351808
2407	0.6581264436
2408	0.6581185834
2409	0.6581125694
2410	0.658088484
2411	0.6580788237
2412	0.6580748335
2413	0.6580692419
2414	0.6580623164
2415	0.6580614602
2416	0.6580543457
2417	0.6580526368
2418	0.658048163
2419	0.6580420705
2420	0.6580351073
2421	0.6580223687
2422	0.6580208202
2423	0.6580148084
2424	0.6580073702
2425	0.6580006154
2426	0.6579940128
2427	0.6579917696
2428	0.6579794214
2429	0.6579739745
2430	0.6579563384
2431	0.6579500104
2432	0.6579466185
2433	0.6579434672
2434	0.6579370268
2435	0.6579284433
2436	0.6579204862
2437	0.6579082703
2438	0.657883796
2439	0.6578784714
2440	0.6578724861
2441	0.6578689654
2442	0.6578642687
2443	0.6578596219
2444	0.6578525719
2445	0.6578364828
2446	0.657830767
2447	0.6578245191
2448	0.6578162721
2449	0.6578080725
2450	0.6578019583
2451	0.6577880081
2452	0.6577763775
2453	0.6577602532
2454	0.6577450453
2455	0.6577420479
2456	0.6577389162
2457	0.6577270509
2458	0.6577172151
2459	0.6577144283
2460	0.6577046194
2461	0.6576989905
2462	0.657692342
2463	0.6576869179
2464	0.6576859759
2465	0.6576803718
2466	0.6576763866
2467	0.6576731174
2468	0.6576501349
2469	0.6576333249
2470	0.6576267521
2471	0.6576167103
2472	0.6576076927
2473	0.6576022316
2474	0.6575987834
2475	0.657578852
2476	0.6575719919
2477	0.657569869
2478	0.6575661524
2479	0.6575501668
2480	0.6575380714
2481	0.6575296465
2482	0.6575261566
2483	0.6575241709
2484	0.6575079797
2485	0.6574939753
2486	0.6574833
2487	0.6574806523
2488	0.6574553445
2489	0.6574482974
2490	0.6574471486
2491	0.6574444544
2492	0.6574400166
2493	0.6574337531
2494	0.6574260151
2495	0.6574251778
2496	0.6574195825
2497	0.6574095101
2498	0.6573983644
2499	0.6573972413
2500	0.6573885697
2501	0.6573789611
2502	0.657361314
2503	0.6573513774
2504	0.6573250044
2505	0.6573226159
2506	0.6573198563
2507	0.6573125365
2508	0.6572998705
2509	0.6572858181
2510	0.6572795907
2511	0.6572684492
2512	0.6572639454
2513	0.6572589892
2514	0.6572533119
2515	0.6572503056
2516	0.6572442357
2517	0.6572415874
2518	0.65724002
2519	0.657231464
2520	0.6572224368
2521	0.6572210083
2522	0.6572069668
2523	0.6572015633
2524	0.6571954148
2525	0.6571845591
2526	0.6571729531
2527	0.6571429628
2528	0.6571295849
2529	0.6571221533
2530	0.6571161671
2531	0.6571094291
2532	0.6571023882
2533	0.6570933674
2534	0.6570521761
2535	0.6570448152
2536	0.6570247213
2537	0.6570103941
2538	0.6569929742
2539	0.6569827537
2540	0.6569700712
2541	0.6569659287
2542	0.6569528505
2543	0.6569460352
2544	0.6569409663
2545	0.656939521
2546	0.6569301879
2547	0.6569224056
2548	0.6569087415
2549	0.6568960254
2550	0.6568807979
2551	0.656875043
2552	0.6568721725
2553	0.6568580985
2554	0.6568531905
2555	0.6568469668
2556	0.6568384558
2557	0.6568320257
2558	0.6568295966
2559	0.6568203294
2560	0.6568042252
2561	0.6567971179
2562	0.6567849506
2563	0.6567760659
2564	0.6567709626
2565	0.6567280153
2566	0.6567188831
2567	0.6567129978
2568	0.6567086707
2569	0.6566980404
2570	0.6566913305
2571	0.6566827263
2572	0.6566521533
2573	0.656648376
2574	0.6566351423
2575	0.6566279279
2576	0.6566232917
2577	0.6566165628
2578	0.6566082988
2579	0.6566039106
2580	0.6565976999
2581	0.6565933012
2582	0.6565825879
2583	0.6565576709
2584	0.656554074
2585	0.6565242065
2586	0.6565205993
2587	0.6565144449
2588	0.6565062844
2589	0.6565002548
2590	0.6564861085
2591	0.6564663151
2592	0.6564627407
2593	0.6564483384
2594	0.6564427819
2595	0.6564405061
2596	0.656439268
2597	0.656433205
2598	0.6564245651
2599	0.6564221531
2600	0.6564104267
2601	0.6564037117
2602	0.6563915792
2603	0.6563817044
2604	0.656371677
2605	0.6563649944
2606	0.6563484221
2607	0.6563317297
2608	0.6563213749
2609	0.65631245
2610	0.6563041948
2611	0.6562972367
2612	0.6562864091
2613	0.6562840156
2614	0.6562804599
2615	0.6562776477
2616	0.6562657001
2617	0.6562625897
2618	0.6562487086
2619	0.6562400696
2620	0.6562391338
2621	0.6562298114
2622	0.6562194783
2623	0.6561671218
2624	0.6561640149
2625	0.6561598307
2626	0.6561556301
2627	0.6561485701
2628	0.6561445849
2629	0.6561333134
2630	0.6561229903
2631	0.656112303
2632	0.6561003605
2633	0.6560911057
2634	0.6560806274
2635	0.6560773485
2636	0.6560735037
2637	0.6560727868
2638	0.6560633657
2639	0.6560613485
2640	0.6560540782
2641	0.6560339187
2642	0.6560190399
2643	0.6560086514
2644	0.6560011215
2645	0.6559973271
2646	0.6559753011
2647	0.6559547995
2648	0.6559407791
2649	0.6559238493
2650	0.6559166388
2651	0.6559015752
2652	0.6558898951
2653	0.6558806037
2654	0.6558735542
2655	0.6558688917
2656	0.6558512994
2657	0.6558438666
2658	0.6558388293
2659	0.6558280462
2660	0.6558103857
2661	0.6557970867
2662	0.6557705478
2663	0.6557641291
2664	0.6557548423
2665	0.6557476296
2666	0.6557383139
2667	0.6557206478
2668	0.6556949127
2669	0.6556834354
2670	0.6556785935
2671	0.6556666189
2672	0.6556477421
2673	0.6556402917
2674	0.6556384355
2675	0.6556274915
2676	0.6556162212
2677	0.6556104037
2678	0.6556046867
2679	0.6555896475
2680	0.6555887593
2681	0.6555840406
2682	0.6555787247
2683	0.6555665604
2684	0.6555563356
2685	0.6555516834
2686	0.655537428
2687	0.6555212383
2688	0.6555154172
2689	0.6555076514
2690	0.6554980193
2691	0.6554737087
2692	0.6554644614
2693	0.6554417956
2694	0.6554312025
2695	0.6554232261
2696	0.6554181931
2697	0.6553804108
2698	0.6553745637
2699	0.655368891
2700	0.655356055
2701	0.655326071
2702	0.6553168675
2703	0.65530896
2704	0.6552901155
2705	0.6552842321
2706	0.655266814
2707	0.6552534263
2708	0.6552484233
2709	0.6552453568
2710	0.6552374575
2711	0.6552261776
2712	0.6552161155
2713	0.6552121143
2714	0.6552062172
2715	0.655198524
2716	0.6551935181
2717	0.655184512
2718	0.6551823295
2719	0.6551755491
2720	0.6551612458
2721	0.6551601195
2722	0.6551410075
2723	0.6551347574
2724	0.6551279307
2725	0.6551190724
2726	0.6551133936
2727	0.6551073328
2728	0.6550997664
2729	0.6550928615
2730	0.655083178
2731	0.6550724396
2732	0.6550592424
2733	0.6550515514
2734	0.6550412328
2735	0.6550341172
2736	0.6550239215
2737	0.655015177
2738	0.6549997921
2739	0.6549938309
2740	0.6549873467
2741	0.654978973
2742	0.6549764448
2743	0.6549573287
2744	0.6549453677
2745	0.6549273764
2746	0.654919805
2747	0.6549148021
2748	0.6548804025
2749	0.6548601304
2750	0.6548490557
2751	0.6548318311
2752	0.6548270747
2753	0.6548125502
2754	0.6547904521
2755	0.6547845069
2756	0.6547689608
2757	0.6547372095
2758	0.6547303404
2759	0.6547154904
2760	0.654706555
2761	0.654696843
2762	0.6546930523
2763	0.6546855327
2764	0.654680542
2765	0.6546546913
2766	0.6546430578
2767	0.6546400265
2768	0.6546291274
2769	0.6546202538
2770	0.6546067935
2771	0.6545990553
2772	0.6545941238
2773	0.6545819059
2774	0.6545781897
2775	0.6545728512
2776	0.6545655632
2777	0.6545564066
2778	0.6545404653
2779	0.6545309222
2780	0.6545204561
2781	0.6545010476
2782	0.6544848602
2783	0.6544704881
2784	0.6544537354
2785	0.6544520919
2786	0.6544470656
2787	0.6544308667
2788	0.6543876498
2789	0.6543780684
2790	0.6543564806
2791	0.6543517067
2792	0.6543451057
2793	0.6543391566
2794	0.6543294518
2795	0.6543029514
2796	0.6542956134
2797	0.6542933091
2798	0.6542842506
2799	0.6542718961
2800	0.6542660671
2801	0.6542541212
2802	0.6542502824
2803	0.6542462041
2804	0.6542384848
2805	0.6542242616
2806	0.6542213832
2807	0.6542162259
2808	0.6542131926
2809	0.6542089247
2810	0.6542028162
2811	0.6541972128
2812	0.654175887
2813	0.6541595387
2814	0.6541566896
2815	0.6541343481
2816	0.6541309526
2817	0.6541282477
2818	0.654120778
2819	0.654120154
2820	0.6541101608
2821	0.6541074199
2822	0.6540964157
2823	0.6540927762
2824	0.6540828011
2825	0.6540778429
2826	0.6540690359
2827	0.6540634408
2828	0.6540568641
2829	0.6540500688
2830	0.6540491629
2831	0.6540310482
2832	0.6540228317
2833	0.6540180439
2834	0.654009171
2835	0.6539989744
2836	0.6539357187
2837	0.6539294997
2838	0.653925107
2839	0.6539225153
2840	0.6539201151
2841	0.6539141262
2842	0.653896187
2843	0.6538850473
2844	0.6538832643
2845	0.6538738812
2846	0.6538707183
2847	0.6538501476
2848	0.6538483678
2849	0.6538434687
2850	0.6538322275
2851	0.6538277102
2852	0.6538179504
2853	0.6538115092
2854	0.6538040365
2855	0.653795337
2856	0.6537899697
2857	0.653784467
2858	0.6537682457
2859	0.6537401726
2860	0.6537385302
2861	0.6537310665
2862	0.6537235517
2863	0.6537139052
2864	0.6536928765
2865	0.6536805795
2866	0.6536718847
2867	0.6536690492
2868	0.6536534879
2869	0.6536470771
2870	0.6536404815
2871	0.6536342636
2872	0.6536276613
2873	0.6536187526
2874	0.653600922
2875	0.6535966687
2876	0.6535913962
2877	0.6535839148
2878	0.6535801929
2879	0.6535740903
2880	0.6535715926
2881	0.6535636114
2882	0.653557545
2883	0.653554199
2884	0.6535198437
2885	0.6535129893
2886	0.6535058999
2887	0.6534911169
2888	0.6534829071
2889	0.6534798617
2890	0.6534777495
2891	0.6534598945
2892	0.6534505266
2893	0.653442984
2894	0.6534379045
2895	0.6534368379
2896	0.6534279424
2897	0.6534220264
2898	0.653407609
2899	0.6533978102
2900	0.6533791739
2901	0.6533717644
2902	0.6533657943
2903	0.6533571613
2904	0.6533501108
2905	0.6533470574
2906	0.6533425927
2907	0.6533281128
2908	0.6533211024
2909	0.6533111161
2910	0.653306384
2911	0.6533034508
2912	0.6533009256
2913	0.6532727087
2914	0.6532641351
2915	0.653261547
2916	0.653254552
2917	0.653239851
2918	0.653227011
2919	0.6532182889
2920	0.6532011565
2921	0.6531887013
2922	0.6531826336
2923	0.6531805812
2924	0.6531673828
2925	0.6531504722
