iter	MAE
176	0.7323740754
177	0.7322038697
178	0.732080834
179	0.7318840371
180	0.7316736289
181	0.731566452
182	0.7313392084
183	0.731181301
184	0.7309454674
185	0.730706762
186	0.7304944535
187	0.7302738529
188	0.7299677487
189	0.7297330535
190	0.7295291693
191	0.7293999586
192	0.7292327287
193	0.7290731175
194	0.7288936826
195	0.7287524352
196	0.7286647318
197	0.7285485243
198	0.7283740999
199	0.7281623342
200	0.7279754868
201	0.7277524561
202	0.727532095
203	0.7273635989
204	0.7272133933
205	0.7270741904
206	0.7269627271
207	0.7268034375
208	0.726509335
209	0.7263092666
210	0.7261322964
211	0.7260026272
212	0.7258763121
213	0.7257201938
214	0.7255527388
215	0.7254166824
216	0.7252602104
217	0.7251036705
218	0.7248650086
219	0.7247817919
220	0.7246013472
221	0.7244479145
222	0.7242586699
223	0.7241006638
224	0.7239793469
225	0.7237763077
226	0.7236603231
227	0.7235142317
228	0.723423851
229	0.7232420733
230	0.7231183824
231	0.7230421111
232	0.7228832459
233	0.7227823151
234	0.7226638017
235	0.7225533263
236	0.7224512036
237	0.7222909455
238	0.7221319193
239	0.7220666386
240	0.7218392122
241	0.7216977428
242	0.7215992786
243	0.7215297278
244	0.7214283456
245	0.7213391554
246	0.7212100503
247	0.7209874684
248	0.7208955157
249	0.7206526133
250	0.7205757582
251	0.7204866859
252	0.7203673998
253	0.7202618521
254	0.7201800543
255	0.7200494939
256	0.7198670197
257	0.7197419553
258	0.7196692692
259	0.7194088263
260	0.7192543123
261	0.7191262122
262	0.7190543994
263	0.7189566821
264	0.7188305152
265	0.7187076724
266	0.7186123431
267	0.7185749139
268	0.7184849029
269	0.7183578788
270	0.7182042057
271	0.7180491433
272	0.7179905701
273	0.7178194325
274	0.7176140526
275	0.7174718332
276	0.7172901052
277	0.7171803009
278	0.7170053423
279	0.7169350324
280	0.7167447709
281	0.7166318101
282	0.7165143417
283	0.7164470245
284	0.7163330952
285	0.7162265699
286	0.7160662371
287	0.7159418327
288	0.715845441
289	0.7157291479
290	0.715589746
291	0.7154269228
292	0.7152799014
293	0.7151649885
294	0.7150404347
295	0.714972381
296	0.7148952307
297	0.7147976201
298	0.7147385859
299	0.714628786
300	0.7145280921
301	0.7144516422
302	0.7143889776
303	0.7143142293
304	0.7142524377
305	0.7141265787
306	0.7140087901
307	0.7137397483
308	0.7136392274
309	0.7135716735
310	0.7134653218
311	0.7133889737
312	0.7132736578
313	0.713184316
314	0.7130968878
315	0.7129654047
316	0.71288396
317	0.7127862486
318	0.7127352759
319	0.7126068989
320	0.7124151639
321	0.7122690626
322	0.7121672175
323	0.7120996481
324	0.7119883774
325	0.7119151861
326	0.7118232812
327	0.7117436581
328	0.7116564223
329	0.7115154741
330	0.7114055703
331	0.7113036707
332	0.711250006
333	0.7112299081
334	0.7111467407
335	0.7110739302
336	0.7109802672
337	0.7108848879
338	0.7107366729
339	0.7106003304
340	0.7104736344
341	0.7102787842
342	0.710136435
343	0.7099907347
344	0.7097831664
345	0.7097201985
346	0.709576159
347	0.7094960526
348	0.7093553742
349	0.709150019
350	0.7090510607
351	0.7089854501
352	0.7088847981
353	0.7087831796
354	0.7086726185
355	0.7085893548
356	0.7085102225
357	0.7083954956
358	0.7083239767
359	0.7082476987
360	0.7081466547
361	0.7080908423
362	0.7079967542
363	0.7078707944
364	0.7078338237
365	0.7077734159
366	0.7076606655
367	0.7076292354
368	0.7075614659
369	0.7074614694
370	0.7074230771
371	0.7073539603
372	0.7072306591
373	0.7071026983
374	0.7070548414
375	0.7070058111
376	0.7069192781
377	0.706852645
378	0.7067977209
379	0.7067373239
380	0.7066661888
381	0.7065909347
382	0.7065411907
383	0.7064345593
384	0.7063953269
385	0.7063094758
386	0.7062419822
387	0.7062082057
388	0.7061577863
389	0.7061104787
390	0.7060347819
391	0.7059777433
392	0.7059087916
393	0.7058439382
394	0.7058130464
395	0.7057505147
396	0.7056774985
397	0.7056054373
398	0.7055258023
399	0.7054949184
400	0.7053972166
401	0.7053594779
402	0.7052812753
403	0.7052315762
404	0.7051850616
405	0.7051078334
406	0.7050824403
407	0.7050555666
408	0.7049828396
409	0.7049195345
410	0.704845243
411	0.7047529079
412	0.7047052357
413	0.7046521581
414	0.7046167046
415	0.7045565438
416	0.7044978635
417	0.7044721263
418	0.7044347433
419	0.704365543
420	0.7043012013
421	0.704225498
422	0.704175385
423	0.7041338335
424	0.7040838799
425	0.7040460326
426	0.703970216
427	0.7038669457
428	0.7037677003
429	0.7037426982
430	0.7036692141
431	0.7036108215
432	0.7035876507
433	0.703519685
434	0.7034881625
435	0.7034377573
436	0.7033891727
437	0.7033299866
438	0.703203647
439	0.7031256552
440	0.7030360398
441	0.7030134778
442	0.7029165941
443	0.7028701051
444	0.7028173817
445	0.7027360351
446	0.702712149
447	0.7025943824
448	0.7025677243
449	0.7025052998
450	0.7024786997
451	0.7023955774
452	0.7023523364
453	0.7023255411
454	0.7022600356
455	0.7021746061
456	0.7020864477
457	0.7020267235
458	0.7019561055
459	0.7019172454
460	0.7018399483
461	0.7017805705
462	0.7017493577
463	0.7016887301
464	0.7016708407
465	0.7016279555
466	0.7015761611
467	0.7014831995
468	0.7014667691
469	0.7014038291
470	0.701331816
471	0.7013051128
472	0.7012616254
473	0.7011545391
474	0.7010916499
475	0.701035546
476	0.7009897432
477	0.7009382552
478	0.7008692318
479	0.7008438042
480	0.7007806551
481	0.7007449632
482	0.7007025002
483	0.7006343361
484	0.7005757036
485	0.7004960221
486	0.7004467982
487	0.7004329424
488	0.700404855
489	0.7003849996
490	0.7003527076
491	0.7003426866
492	0.7003261436
493	0.7002924664
494	0.7002763015
495	0.7002487088
496	0.7001094576
497	0.7000981063
498	0.70004471
499	0.6999498432
500	0.6999102986
501	0.6998649469
502	0.6997644247
503	0.6996927312
504	0.6996730675
505	0.6996334876
506	0.6996049944
507	0.6995627807
508	0.6995325347
509	0.6994987471
510	0.699477098
511	0.6994238254
512	0.699393652
513	0.6993081922
514	0.6992931998
515	0.6992729639
516	0.6992386969
517	0.6992083046
518	0.699188951
519	0.69913828
520	0.6990421612
521	0.6989450538
522	0.6989220742
523	0.6988777577
524	0.6987982811
525	0.6987376439
526	0.6987220925
527	0.6986299625
528	0.6986086576
529	0.698550224
530	0.6984956033
531	0.6984563481
532	0.6984050664
533	0.6983761668
534	0.6982957009
535	0.6982702633
536	0.6982455759
537	0.698138598
538	0.6981203117
539	0.6980454589
540	0.6980185095
541	0.6979567391
542	0.6978752112
543	0.6978557083
544	0.6978116707
545	0.6977809787
546	0.6977210571
547	0.6976822078
548	0.6976628465
549	0.697627043
550	0.6976050126
551	0.6975776078
552	0.6975664275
553	0.6975463921
554	0.6975292459
555	0.6975064637
556	0.6974559029
557	0.6974463716
558	0.6973805751
559	0.6973294504
560	0.6973069198
561	0.6972247746
562	0.6971619778
563	0.6971494086
564	0.6971225579
565	0.6970801289
566	0.6970357038
567	0.6970222199
568	0.6969870408
569	0.6969693638
570	0.6969460187
571	0.6969280276
572	0.6968903488
573	0.6968756123
574	0.6968412953
575	0.6968207782
576	0.696801721
577	0.6967828986
578	0.696761166
579	0.6967252374
580	0.6967131525
581	0.6966997692
582	0.6966731474
583	0.696636214
584	0.6966125234
585	0.6965863524
586	0.6965714046
587	0.6964781251
588	0.6964367197
589	0.6963575775
590	0.6963339102
591	0.6962993232
592	0.6962890021
593	0.6962478358
594	0.6962364666
595	0.6962258732
596	0.6962033692
597	0.6961924605
598	0.6961744454
599	0.6961475495
600	0.6961214102
601	0.6960707201
602	0.6960453154
603	0.6960377012
604	0.6960151703
605	0.6959660115
606	0.6959460142
607	0.6959181171
608	0.6959098921
609	0.695891235
610	0.6958744
611	0.6958627487
612	0.6958296783
613	0.6957902442
614	0.6957511807
615	0.6957283127
616	0.6957231721
617	0.6956779882
618	0.695665046
619	0.6956422238
620	0.6955269815
621	0.6955070042
622	0.6954350629
623	0.6954283493
624	0.6953835245
625	0.6953732303
626	0.6953324759
627	0.6952477354
628	0.6952017849
629	0.6951432341
630	0.6950928197
631	0.6949983151
632	0.6948994254
633	0.6948101133
634	0.6947984497
635	0.6947921664
636	0.694753612
637	0.6947436837
638	0.6946961117
639	0.6946842714
640	0.6946379254
641	0.6946104191
642	0.6944904851
643	0.6944197604
644	0.6943676307
645	0.6943388135
646	0.6943346637
647	0.6942635786
648	0.6942213791
649	0.6942094962
650	0.6940942741
651	0.6940330974
652	0.6940229544
653	0.6939939088
654	0.6939809175
655	0.6939380039
656	0.6938828584
657	0.6938442685
658	0.6938103312
659	0.6937703881
660	0.6937174864
661	0.6937061612
662	0.6936832563
663	0.6936637208
664	0.6936481588
665	0.6935587737
666	0.6935506356
667	0.6934468527
668	0.6934264039
669	0.6933624229
670	0.6933170294
671	0.6932495897
672	0.6932325917
673	0.6932048951
674	0.6931838098
675	0.6931113522
676	0.6930839042
677	0.6930498853
678	0.6930262641
679	0.6929907016
680	0.6929288898
681	0.6928866592
682	0.6928262582
683	0.6928042349
684	0.6927950364
685	0.692786533
686	0.6927245725
687	0.6926976009
688	0.6926037113
689	0.6925450968
690	0.6925245365
691	0.6925145337
692	0.6925058906
693	0.6924232902
694	0.6923993765
695	0.6923701761
696	0.6923642048
697	0.692323759
698	0.6922763173
699	0.6921552702
700	0.6921095262
701	0.6921017753
702	0.6920753712
703	0.6919974527
704	0.6919258006
705	0.6919065622
706	0.6918805919
707	0.6918166119
708	0.6918024095
709	0.6917662125
710	0.691711443
711	0.6916397844
712	0.691595186
713	0.6915581768
714	0.6915047876
715	0.6914853132
716	0.6913987732
717	0.6913909493
718	0.6913577724
719	0.6913392378
720	0.6912762603
721	0.6912296546
722	0.6911942292
723	0.6911539597
724	0.6909872259
725	0.6909575978
726	0.6908902825
727	0.6908642384
728	0.6908177267
729	0.6907684959
730	0.6907003186
731	0.6906759122
732	0.6905704291
733	0.6905224829
734	0.6904908693
735	0.6904681443
736	0.6904623869
737	0.6903685727
738	0.6902646942
739	0.6902188654
740	0.6901511281
741	0.6900938352
742	0.6900735981
743	0.6900275562
744	0.6899837956
745	0.6899459409
746	0.6899020046
747	0.6898623109
748	0.6898117181
749	0.6897616746
750	0.6897194581
751	0.6896931996
752	0.6896279519
753	0.689592858
754	0.6895529177
755	0.6895240765
756	0.6895027701
757	0.6894352503
758	0.6894212197
759	0.689353864
760	0.6893047127
761	0.6892274552
762	0.6891822705
763	0.689148263
764	0.6891069643
765	0.6890932769
766	0.6890673855
767	0.6889999357
768	0.688930778
769	0.688865882
770	0.6888046108
771	0.6887255293
772	0.6886862817
773	0.6886225366
774	0.6885961244
775	0.6885158887
776	0.6884879418
777	0.6884552262
778	0.6883992678
779	0.688335034
780	0.6883052568
781	0.6882696219
782	0.6882492479
783	0.688192784
784	0.6881347037
785	0.6880810562
786	0.6880451941
787	0.6879917371
788	0.6879306647
789	0.687899149
790	0.6878924927
791	0.6878657901
792	0.6877822723
793	0.6877462293
794	0.6876995504
795	0.6876519349
796	0.687567997
797	0.6875559517
798	0.6874953248
799	0.6874400057
800	0.6874185487
801	0.6874099974
802	0.6873666843
803	0.687341758
804	0.6873126591
805	0.6872672435
806	0.6871994261
807	0.6871808185
808	0.6871394083
809	0.6871125421
810	0.687087228
811	0.687068432
812	0.6870483261
813	0.6870161482
814	0.686939326
815	0.6869159795
816	0.686875923
817	0.6868533518
818	0.6868275684
819	0.6867920177
820	0.6867633477
821	0.6867257731
822	0.6866783033
823	0.6866353047
824	0.6865688994
825	0.6865315144
826	0.6864966818
827	0.6864736877
828	0.6864505072
829	0.686391732
830	0.6863295698
831	0.6862894286
832	0.6862625158
833	0.6862411844
834	0.6862113645
835	0.6861857686
836	0.6861478422
837	0.6861189709
838	0.6859416854
839	0.6859188105
840	0.6858574831
841	0.6858241118
842	0.685798171
843	0.6857904147
844	0.6857563801
845	0.6857166656
846	0.6856520973
847	0.6855784618
848	0.6855625582
849	0.685511466
850	0.6854273182
851	0.685406108
852	0.6853721732
853	0.6853421415
854	0.6852639574
855	0.6852359951
856	0.6852225518
857	0.6851835794
858	0.6851257654
859	0.6850574332
860	0.685008351
861	0.6849467431
862	0.6849291749
863	0.6849095994
864	0.6848519506
865	0.6848159793
866	0.6847877734
867	0.6847716339
868	0.6847661199
869	0.6847503025
870	0.6847286106
871	0.6847094618
872	0.6846904278
873	0.6846730474
874	0.684666243
875	0.6846218365
876	0.6845685733
877	0.6845359923
878	0.6845181786
879	0.684504613
880	0.684443665
881	0.6844083041
882	0.6843555681
883	0.6842823617
884	0.6842260742
885	0.684204658
886	0.6841592713
887	0.6841225252
888	0.6841032211
889	0.6840739165
890	0.6840539251
891	0.6840296544
892	0.6840051486
893	0.6839687271
894	0.683960927
895	0.6839129173
896	0.6839073136
897	0.6838933193
898	0.6838497897
899	0.6837977464
900	0.6837528102
901	0.6837380214
902	0.6837233801
903	0.6836774601
904	0.6836622476
905	0.683610109
906	0.6835957643
907	0.683573328
908	0.6835253788
909	0.6834815603
910	0.683458458
911	0.6834307454
912	0.6834073622
913	0.6833630385
914	0.6833085651
915	0.6832653412
916	0.6832348903
917	0.6831846994
918	0.6831604449
919	0.683093115
920	0.683071052
921	0.6830470113
922	0.6830229234
923	0.6830116205
924	0.682998904
925	0.6829211054
926	0.6828681092
927	0.6828255254
928	0.6828166404
929	0.6827903418
930	0.6827479722
931	0.6827256834
932	0.6826646746
933	0.6826492515
934	0.6826038835
935	0.6825984078
936	0.6825815938
937	0.6825715023
938	0.6825395598
939	0.682523341
940	0.6824730023
941	0.6824064
942	0.6823753191
943	0.682345798
944	0.6823008531
945	0.6822923622
946	0.6822783766
947	0.6822666102
948	0.6822439512
949	0.6822386893
950	0.6821800106
951	0.6821633904
952	0.6821195478
953	0.6821050759
954	0.6820543063
955	0.6820011473
956	0.6819796541
957	0.6819678934
958	0.6819517039
959	0.6819196791
960	0.6818744791
961	0.681865366
962	0.6818580326
963	0.6818371309
964	0.6818112558
965	0.6817993733
966	0.6817542353
967	0.6817111209
968	0.6816654919
969	0.6816266223
970	0.6816189753
971	0.6816030411
972	0.6815824574
973	0.6815678806
974	0.6815578097
975	0.6815277063
976	0.6815088138
977	0.6814345006
978	0.6814289627
979	0.6814174489
980	0.6814076738
981	0.6813938252
982	0.6813826873
983	0.6813719169
984	0.6813436994
985	0.681304089
986	0.6812488915
987	0.6812339419
988	0.6812227015
989	0.6811885796
990	0.6811615232
991	0.6811560398
992	0.6811200485
993	0.6811063981
994	0.6810458304
995	0.6810262256
996	0.6809980295
997	0.6809770081
998	0.6809337297
999	0.6809169303
1000	0.6809090636
1001	0.6809033038
1002	0.6808951939
1003	0.6808840947
1004	0.6808723532
1005	0.6807899885
1006	0.6807583209
1007	0.6807448891
1008	0.6807336963
1009	0.6807002164
1010	0.6806825008
1011	0.680672814
1012	0.6806376871
1013	0.6806288551
1014	0.6806222578
1015	0.6805784478
1016	0.6805368413
1017	0.6804954142
1018	0.6804759
1019	0.6804669512
1020	0.6804526149
1021	0.6804348656
1022	0.6804237431
1023	0.6803897296
1024	0.680349158
1025	0.6803180112
1026	0.6802944282
1027	0.6802432541
1028	0.6801885519
1029	0.6801793898
1030	0.680147631
1031	0.6801358908
1032	0.6801195498
1033	0.6801008274
1034	0.6800673499
1035	0.6799360483
1036	0.679899805
1037	0.6798857626
1038	0.6798698929
1039	0.6798439069
1040	0.6798319508
1041	0.6797960708
1042	0.6797873717
1043	0.6797728939
1044	0.6797332032
1045	0.6797198289
1046	0.679677623
1047	0.6796694823
1048	0.6796246277
1049	0.6796112026
1050	0.6795875465
1051	0.6795826788
1052	0.6795363697
1053	0.679506628
1054	0.6794713462
1055	0.67946629
1056	0.6794595383
1057	0.6794306352
1058	0.6793902974
1059	0.6793567092
1060	0.6793353482
1061	0.6793157131
1062	0.6792130833
1063	0.6791874375
1064	0.6791703927
1065	0.6791452411
1066	0.6790655756
1067	0.6790495235
1068	0.6789934741
1069	0.6789847333
1070	0.6789322258
1071	0.6789215598
1072	0.678890083
1073	0.6788476457
1074	0.6788384737
1075	0.6788045184
1076	0.6787836888
1077	0.6787716958
1078	0.6787579019
1079	0.6787390286
1080	0.6787265351
1081	0.6787014718
1082	0.6786905157
1083	0.6786588229
1084	0.6786399104
1085	0.6786162427
1086	0.6786046285
1087	0.678487025
1088	0.6784700055
1089	0.6784416828
1090	0.6784127202
1091	0.678354606
1092	0.6783340396
1093	0.6783186796
1094	0.6782053319
1095	0.6781963721
1096	0.6781695098
1097	0.6781640086
1098	0.6781455851
1099	0.6780365895
1100	0.6780088133
1101	0.6779916241
1102	0.6779487807
1103	0.6779372081
1104	0.6779197215
1105	0.6778874077
1106	0.6778765436
1107	0.6778482198
1108	0.6778257623
1109	0.6777919754
1110	0.6777732561
1111	0.6777225047
1112	0.6777012302
1113	0.6776317462
1114	0.6776161428
1115	0.6775912303
1116	0.6775831953
1117	0.6775626412
1118	0.6775460174
1119	0.6775382301
1120	0.6775018871
1121	0.6774748858
1122	0.6774410063
1123	0.6774301498
1124	0.6773685705
1125	0.6773001444
1126	0.6772578321
1127	0.6772401071
1128	0.6772018246
1129	0.6771938917
1130	0.6771776527
1131	0.6771588298
1132	0.6771365813
1133	0.6771206188
1134	0.6771026452
1135	0.6770893288
1136	0.6770464699
1137	0.677033701
1138	0.6770168973
1139	0.6769876608
1140	0.6769519872
1141	0.676946748
1142	0.6769316561
1143	0.6769118412
1144	0.6768893019
1145	0.6768397115
1146	0.6768258057
1147	0.6767963236
1148	0.6767653852
1149	0.676744156
1150	0.6767311361
1151	0.6767121905
1152	0.6766932742
1153	0.6766716785
1154	0.6766509563
1155	0.6766368961
1156	0.6765860786
1157	0.6765683734
1158	0.6765448187
1159	0.6765218688
1160	0.6765136138
1161	0.6764947433
1162	0.6764781233
1163	0.6764717735
1164	0.6764575433
1165	0.6764374263
1166	0.6764233489
1167	0.6763851096
1168	0.6763488087
1169	0.6763218794
1170	0.676307137
1171	0.6762727006
1172	0.6762645545
1173	0.6762475367
1174	0.6762374306
1175	0.6762111283
1176	0.6761747554
1177	0.67614171
1178	0.6761320469
1179	0.6761057765
1180	0.6760807398
1181	0.6760450619
1182	0.6760062462
1183	0.6759756697
1184	0.6759525761
1185	0.675931255
1186	0.6758299444
1187	0.6757821645
1188	0.6757690594
1189	0.675751053
1190	0.6757315207
1191	0.6757267684
1192	0.6757149528
1193	0.6756953733
1194	0.67566899
1195	0.6756552233
1196	0.6755394172
1197	0.6755303121
1198	0.6755045862
1199	0.6754794367
1200	0.6754573858
1201	0.6754419641
1202	0.6754260593
1203	0.6753807084
1204	0.6753577015
1205	0.6753531124
1206	0.6753474568
1207	0.6752943833
1208	0.6752612884
1209	0.6752415296
1210	0.6752256202
1211	0.6751937358
1212	0.6751838262
1213	0.6751575938
1214	0.6751344513
1215	0.6750930023
1216	0.6750826951
1217	0.6750742528
1218	0.6750194784
1219	0.6750127525
1220	0.6749999893
1221	0.674977555
1222	0.6749592239
1223	0.6749409162
1224	0.6748998272
1225	0.6748927983
1226	0.6748646203
1227	0.6748538545
1228	0.6748350872
1229	0.674805272
1230	0.674757498
1231	0.6747324612
1232	0.6747176227
1233	0.6746944226
1234	0.6746837855
1235	0.6746569615
1236	0.674533687
1237	0.674524214
1238	0.6744858024
1239	0.6744744091
1240	0.6744695576
1241	0.6744589049
1242	0.6744533821
1243	0.674444546
1244	0.6744302245
1245	0.6744102583
1246	0.6743929596
1247	0.6743748924
1248	0.6743588484
1249	0.6743273321
1250	0.6742953899
1251	0.6742822077
1252	0.6742780418
1253	0.674262115
1254	0.6742536316
1255	0.6742397986
1256	0.6742014971
1257	0.6741935348
1258	0.6741719659
1259	0.6741603666
1260	0.6741409621
1261	0.6741317989
1262	0.6741279113
1263	0.6741141688
1264	0.6740468988
1265	0.6740130217
1266	0.6739993281
1267	0.6739953111
1268	0.6739876867
1269	0.6739836339
1270	0.6739638591
1271	0.6739422783
1272	0.6739251467
1273	0.6739120798
1274	0.673904135
1275	0.6738855155
1276	0.6738583024
1277	0.673850309
1278	0.6738439016
1279	0.6738266921
1280	0.6738024717
1281	0.673797903
1282	0.6737913701
1283	0.6737654163
1284	0.6737513605
1285	0.6737112289
1286	0.6737059022
1287	0.6736979025
1288	0.6736471509
1289	0.6736288724
1290	0.6736140788
1291	0.6736021191
1292	0.6735940041
1293	0.6735881488
1294	0.673580602
1295	0.673565785
1296	0.6735336513
1297	0.6735137236
1298	0.6735032837
1299	0.6734838591
1300	0.6734785306
1301	0.6734622862
1302	0.6734434057
1303	0.6734158566
1304	0.6733687245
1305	0.6733654127
1306	0.6733616768
1307	0.6733444885
1308	0.6733394911
1309	0.6733258054
1310	0.6733085837
1311	0.6732924813
1312	0.6732832926
1313	0.6732751432
1314	0.6732519509
1315	0.6732428996
1316	0.6732368363
1317	0.6732313619
1318	0.6731992011
1319	0.6731915997
1320	0.6731821456
1321	0.6731714686
1322	0.6731652286
1323	0.67313102
1324	0.6731222848
1325	0.6730928846
1326	0.6730818956
1327	0.6730745968
1328	0.6730603203
1329	0.6730259981
1330	0.6730142397
1331	0.672983947
1332	0.6729678278
1333	0.67294781
1334	0.6729403473
1335	0.6728860407
1336	0.67287757
1337	0.6728483157
1338	0.6728040533
1339	0.6727957622
1340	0.6727803352
1341	0.6727712302
1342	0.6727639526
1343	0.672737051
1344	0.6727178823
1345	0.6726944055
1346	0.6726791431
1347	0.6726386143
1348	0.6726314071
1349	0.6726208809
1350	0.6725710138
1351	0.6725556252
1352	0.6725396895
1353	0.6725183154
1354	0.6725046162
1355	0.6724870463
1356	0.6724638392
1357	0.6724418583
1358	0.6724330916
1359	0.6723973934
1360	0.6723819339
1361	0.672371129
1362	0.6723505727
1363	0.6722609755
1364	0.6722382392
1365	0.6722105616
1366	0.6721977082
1367	0.6721643097
1368	0.6721599009
1369	0.6721438837
1370	0.6721323408
1371	0.6721189593
1372	0.6721079304
1373	0.6720917942
1374	0.6720633257
1375	0.6720492707
1376	0.6720217196
1377	0.6719918873
1378	0.6719590836
1379	0.6719289962
1380	0.6719181606
1381	0.6719133427
1382	0.6718777244
1383	0.6718466087
1384	0.6718335729
1385	0.6718189912
1386	0.6717959387
1387	0.6717833621
1388	0.6717691365
1389	0.6717594169
1390	0.6717427704
1391	0.6717127123
1392	0.6716822964
1393	0.671641393
1394	0.6716333029
1395	0.6715994837
1396	0.6715723561
1397	0.6715626102
1398	0.6715518709
1399	0.6715322269
1400	0.6715258989
1401	0.6715148999
1402	0.67148616
1403	0.6714700683
1404	0.6714572979
1405	0.6714287449
1406	0.6714063457
1407	0.6713622449
1408	0.6713457511
1409	0.6713375798
1410	0.6713185996
1411	0.6713031213
1412	0.6712918159
1413	0.6712592275
1414	0.6712492786
1415	0.6712339187
1416	0.6712048117
1417	0.6711945006
1418	0.6711799302
1419	0.6711518182
1420	0.6711386957
1421	0.6711128865
1422	0.6710985015
1423	0.6710813639
1424	0.6710631462
1425	0.6710597404
1426	0.6710239954
1427	0.6710085597
1428	0.6709751099
1429	0.6709493618
1430	0.6709391806
1431	0.6709265878
1432	0.6709058478
1433	0.6708941317
1434	0.6708897568
1435	0.6708862837
1436	0.6708646696
1437	0.6708441605
1438	0.6708380692
1439	0.6708271448
1440	0.670806343
1441	0.6707389427
1442	0.6707255178
1443	0.6707222285
1444	0.6707014712
1445	0.6706894753
1446	0.6706829121
1447	0.6706688486
1448	0.6706532049
1449	0.6706204863
1450	0.6706056333
1451	0.670596782
1452	0.6705711707
1453	0.6705603804
1454	0.6705351275
1455	0.6705171082
1456	0.6704989572
1457	0.6704576451
1458	0.6704514285
1459	0.6704379251
1460	0.6704349198
1461	0.6704003432
1462	0.6703930224
1463	0.6703696146
1464	0.6703434819
1465	0.6703352818
1466	0.670294906
1467	0.6702881222
1468	0.6702840342
1469	0.6702776852
1470	0.6702474923
1471	0.6702149517
1472	0.6702020726
1473	0.6701952532
1474	0.6701819772
1475	0.6701737255
1476	0.6701682177
1477	0.6701477829
1478	0.6701107607
1479	0.6700871589
1480	0.6700821074
1481	0.6700738565
1482	0.6700519515
1483	0.6700277234
1484	0.6700152015
1485	0.669997599
1486	0.6699730207
1487	0.6699572397
1488	0.6699441269
1489	0.6699106062
1490	0.66989708
1491	0.6698941692
1492	0.6698819121
1493	0.6698747021
1494	0.6698565808
1495	0.6698497986
1496	0.6698379485
1497	0.6698289006
1498	0.6698169377
1499	0.6698065122
1500	0.6697977629
1501	0.6697895002
1502	0.6697627786
1503	0.6697362935
1504	0.6697136308
1505	0.6696964481
1506	0.6696773582
1507	0.6696621717
1508	0.6696312201
1509	0.6696274266
1510	0.6696125818
1511	0.6695926442
1512	0.669577434
